"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation","FID","new_Lat","new_Lon","notes"
"1",NA,"UEFS","HUEFS","199225","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1205d",NA,"Rando, J.G.",2012,2,22,"brazil","para","santarem","Estrada Alter do Chão Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931389,-2.562222,"Mata ombrófila densa, solo arenoso.","BRA:UEFS:HUEFS:0000199225","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.562222,-54.931389,"original coordinates"
"2",NA,"UEFS","HUEFS","199224","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1205e",NA,"Rando, J.G.",2012,2,22,"brazil","para","santarem","Estrada Alter do Chão Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931389,-2.562222,"Mata ombrófila densa, solo arenoso.","BRA:UEFS:HUEFS:0000199224","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.562222,-54.931389,"original coordinates"
"3",NA,"UEFS","HUEFS","199222","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1205b",NA,"Rando, J.G.",2012,2,22,"brazil","para","santarem","Parque Nacional da Serra do Cipó. Trilha da portaria do IBAMA (Retiro) para a trilha do Gavião, ca. 500 m daportaria do IBAMA.",NA,NA,"Cerrado, solo argiloso, vermelho.","BRA:UEFS:HUEFS:0000199222","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.675716,-2.675716,"centroide mpo"
"4",NA,"USP","SPF","211351","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-22T00:00:00.000+0000",NA,"1205c",NA,"Rando, JG; Nogueira, A",2012,2,22,"brazil","para","santarem","Estrada Alter do Chão - Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931333,-2.562361,"Árvore, tronco com ca. 18 cm DAP, ca. 15 m alt. Estéril. Coleta em sílica e FAA. Prensada em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Mata ombrófila densa, solo arenoso.","BRA:USP:SPF:0000211351","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.562361,-54.931333,"original coordinates"
"5",NA,"UEFS","HUEFS","199226","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1205C",NA,"Rando, J.G.",2012,2,22,"brazil","para","santarem","Estrada Alter do Chão Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931389,-2.562222,"Mata ombrófila densa, solo arenoso.","BRA:UEFS:HUEFS:0000199226","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.562222,-54.931389,"original coordinates"
"6",NA,"USP","SPF","211340","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-24T00:00:00.000+0000",NA,"1212",NA,"Rando, JG; Nogueira, A",2012,2,24,"brazil","para","santarem","Alter do Chão, Estrada de Alter do Chão para Ponta de Pedra, ca. 600 m à direita, no final da subida.",-54.864694,-2.51675,"Árvore ca. 6 m alt., isolada, bastante ramificada. Frutos predados, sem sementes viáveis. Coleta em sílica e FAA. Prensado em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Área de pastagem.","BRA:USP:SPF:0000211340","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.51675,-54.864694,"original coordinates"
"7",NA,"USP","SPF","211407","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-22T00:00:00.000+0000",NA,"1205a",NA,"Rando, JG; Nogueira, A",2012,2,22,"brazil","para","santarem","Estrada Alter do Chão - Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931333,-2.562361,"Árvore, tronco com ca. 25 cm DAP, ca. 9 m alt. Estéril. Coleta em sílica e FAA. Prensada em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Mata ombrófila densa, solo arenoso.","BRA:USP:SPF:0000211407","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.562361,-54.931333,"original coordinates"
"8",NA,"Cenargen","CEN","85054","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","L. P. Smith - CPAO",NA,NA,"1",NA,"L. P. Albert- CPAO",2012,8,1,"brazil","para","santarem","Floresta Nacional do Tapajós.",NA,NA,"Tree. Sterile. No field notes. Transect ID: km 67. Doação Herbário IAN - Belém - Pará. Registro 190196. Fef ao NID: 07/2013.","BRA:Cenargen:CEN:0000085054","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.675716,-2.675716,"centroide mpo"
"9",NA,"UEPA","MFS","005420","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1",NA,"Albert, LP",2012,8,NA,"brazil","para","santarem","Floresta Nacional do Tapajos",-54.908606,-4.097964,"Tree.&nf;Sterile.&nf;No field notes.&nf;Transect ID: km67.&nf;Fef. ao NID: 07/2013.","BRA:UEPA:MFS:0000005420","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-4.097964,-54.908606,"original coordinates"
"10","2014-06-27T09:51:54.000+0000","JBRJ","RB","RB00857438","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"334",NA,"T.C. Tyeen",2012,12,6,"brazil","para","santarem","Floresta Nacional do Tapajós.",NA,NA,"Trunk slash odor pea and fresh squash. trunk slash layers: bark brown; phloem leght orange-brown; xylem cream.Bark brown, exfoliating in large, irregular, stiff plates. Lenticels beneathplates numerous, denseley packed. Trunk deeply channeled with rontuded ridges 10-20cm wide","urn:catalog:JBRJ:RB:857438","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,5404,-2.675716,-2.675716,"centroide mpo"
