"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"F","Botany","V0112529F","Peltogyne campestris var. rigida (Ducke) M.F.Silva",NA,"Fabaceae","Peltogyne","campestris","rigida","var. rigida (Ducke) M.F.Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"e887787b-e842-448f-8dac-503ff68af750",NA,"Peltogyne campestris var. rigida (Ducke) M.F.Silva"
"2",NA,"F","Botany","V0112530F","Peltogyne campestris var. rigida (Ducke) M.F.Silva",NA,"Fabaceae","Peltogyne","campestris","rigida","var. rigida (Ducke) M.F.Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"7ddf02c7-b7bc-4a54-922e-cd422b75e0d9",NA,"Peltogyne campestris var. rigida (Ducke) M.F.Silva"
"3",NA,"F","Botany","V0112528F","Peltogyne campestris Huber ex Ducke",NA,"Fabaceae","Peltogyne","campestris",NA,"Huber ex Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ba5deee4-b234-4ea4-b1c3-b0d4609585f0",NA,"Peltogyne campestris Huber ex Ducke"
"4","2015-09-04T02:52:35.000+0000","MNHN","P","P03110363","Peltogyne campestris Huber ex Ducke",NA,"Fabaceae","Peltogyne","campestris",NA,"Huber ex Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03110363",NA,"Peltogyne campestris Huber ex Ducke"
"5",NA,"F","Botany","V0112531F","Peltogyne campestris var. rigida (Ducke) M.F.Silva",NA,"Fabaceae","Peltogyne","campestris","rigida","var. rigida (Ducke) M.F.Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"c25bb729-16a4-4a0f-9e0d-0aa73de881a8",NA,"Peltogyne campestris var. rigida (Ducke) M.F.Silva"
"6",NA,"F","Botany","V0112527F","Peltogyne campestris Huber ex Ducke",NA,"Fabaceae","Peltogyne","campestris",NA,"Huber ex Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"eaf3671e-4b96-4eea-9134-84dfe35ac123",NA,"Peltogyne campestris Huber ex Ducke"
"7","2/06/17 15:39","INPA","INPA","53613","Peltogyne campestris",NA,"Leguminosae-Caes","Peltogyne",NA,NA,"Huber ex Ducke","Silva, M",NA,NA,NA,NA,NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Peltogyne campestris Huber ex Ducke"
"8","2/06/17 15:39","INPA","INPA","53625","Peltogyne campestris",NA,"Leguminosae-Caes","Peltogyne",NA,NA,"Huber ex Ducke","Silva, MF da",NA,NA,NA,NA,NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Peltogyne campestris Huber ex Ducke"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","210608","Peltogyne campestris var. rigida (Ducke) M.F.Silva",NA,"Fabaceae","Peltogyne","campestris","rigida","var. rigida (Ducke) M.F.Silva","Ramos, J.F.","1994-01-01T00:00:00.000+0000",NA,"11032",NA,"Mike Hopkins",1993,8,2,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:54930",NA,"Peltogyne campestris var. rigida (Ducke) M.F.Silva"
"10","2008-09-19T12:05:40.000+0000","K","Herbarium","K000555183","Peltogyne campestris var. rigida (Ducke) M.F.Silva",NA,"Fabaceae","Peltogyne","campestris","rigida","var. rigida (Ducke) M.F.Silva","M.F. Silva",NA,NA,"23274",NA,"Ducke, A.",1929,6,26,"Argentina",NA,NA,"Manaos, ad Rio Negro loco Ponta Negra",NA,NA,NA,"http://specimens.kew.org/herbarium/K000555183",NA,"Peltogyne campestris var. rigida (Ducke) M.F.Silva"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","53625","Peltogyne campestris Huber ex Ducke",NA,"Fabaceae","Peltogyne","campestris",NA,"Huber ex Ducke","Silva, M.F. da","1975-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Mike Hopkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:132",NA,"Peltogyne campestris Huber ex Ducke"
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","53613","Peltogyne campestris Huber ex Ducke",NA,"Fabaceae","Peltogyne","campestris",NA,"Huber ex Ducke","Silva, M.","1975-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Mike Hopkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:123",NA,"Peltogyne campestris Huber ex Ducke"
