"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","FID","new_Lat","new_Lon","notes"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","121223","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Gomes, FS","2013-11-01T00:00:00.000+0000",NA,"1442","Gomes, FS",2013,3,25,"brazil","bahia","belmonte",NA,-39.243889,-15.818611,"Folíolos coriáceos. Planta endêmica do Brasil. Parcela nº3","BRA:UFBA:ALCB:0000121223",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,3079,-15.818611,-39.243889,"original coordinates"
"2",NA,"Universidade Federal da Bahia (UFBA)","ALCB","121235","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Gomes, FS","2013-11-01T00:00:00.000+0000",NA,"1454","Gomes, FS",2013,5,13,"brazil","bahia","una",NA,-39.195833,-15.349444,"Folhas com folíolos largos, discolores. Material estéril. Parcela 04.","BRA:UFBA:ALCB:0000121235",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,3186,-15.349444,-39.195833,"original coordinates"
"3",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","13609","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"5356","J.G. Jardim; L. Daneu",2013,8,27,"brazil","bahia","una","Rodovia BA-001 Una/Ilhéus ca. 10 km de Una. CEPLAC-123947.",-39.032778,-15.218611,NA,"BRA:JBP:HPL:0000013609",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,3186,-15.218611,-39.032778,"original coordinates"
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","13724","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Daly, D.C.","2012-03-20T00:00:00.000+0000",NA,"43","Marcarini, L., et al.",2012,1,10,"brazil","espirito santo","conceicao da barra","Km 4, da estrada interna",NA,NA,"Duplicata no VIES tombo 25159 <ll>dwc_commonname:</ll> Breu catuaba","BRA:CVRD:CVRD:0000013724",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,2736,-18.445026,-18.445026,"centroide mpo"
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","135094","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"62","Melito, M.",2012,1,24,"brazil","bahia","una","R.V.S de Una, mata do Mazão, trilha da encruzilhada",-39.054722,-15.159722,"Mata Higrófila Sul Bahiana","BRA:CEPLAC:CEPEC:0000135094",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,3186,-15.159722,-39.054722,"original coordinates"
"6",NA,"UESB","HUESB","7664","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"682","Oliveira, M.N.; Silva, G.S.; Silva, G.S.",2012,4,17,"brazil","bahia","itamari","Fazenda Mesquita.",-39.637139,-13.717056,"Árvore.#?#Folhas compostas, imparipenadas, margem inteira, crassas, alternas. &nf;; Floresta Ombrófila Densa.","BRA:UESB:HUESB:0000007664",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,3375,-13.717056,-39.637139,"original coordinates"
"7","2014-07-08T00:55:38.000+0000","JBRJ","RB","RB00757645","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","R. Perdiz","2013-01-01T00:00:00.000+0000",NA,"636","M. Ribeiro; R.C. Andrade",2011,10,16,"brazil","espirito santo","conceicao da barra","Reserva Biológica de Córrego Grande, Floresta alta sobre Tabuleiro, estrada Interna km4.",NA,NA,"Árvore de 18 metros de altura, frutos verdes avermelhado (claro).","urn:catalog:JBRJ:RB:757645",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,2736,-18.445026,-18.445026,"centroide mpo"
"8",NA,"NY","NY","02398690","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"641","D. M. Cavalcanti Ferreira",2011,12,23,"brazil","pernambuco",NA,"Mata de Macacos (Usina SÃ£o JosÃ©).",-35.0061,-7.7789,NA,"dd6d5226-43f3-47d3-ab04-22626a41f2bb",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,NA,-7.7789,-35.0061,"original coordinates"
"9",NA,"USP","SPF","215594","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Anônimo",NA,NA,"317","Daneu, L",2010,3,18,"brazil","bahia","porto seguro","RPPN Estação Veracel",-39.222222,-16.441667,NA,"BRA:USP:SPF:0000215594",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,2962,-16.441667,-39.222222,"original coordinates"
"10",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","135728","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,NA,"Carvalho, G. M.",2010,5,NA,"brazil","bahia","porto seguro","RPPN Estação Veracel",-39.133333,-16.333333,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000135728",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA,2962,-16.333333,-39.133333,"original coordinates"
