"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,NA,"Botany","L.1056256","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,NA,"Cid Ferreira CA",1983,7,8,"Brazil",NA,NA,"Amazonia Mun. Borbia",-48.683333,-4.166667,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1056256",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"2",NA,NA,"Botany","U.1195767","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,NA,"Cid Ferreira CA",1983,7,8,"Brazil",NA,NA,"Amazonia Mun. Borbia",-48.683333,-4.166667,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1195767",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"3",NA,NA,"Botany","L.1056255","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,NA,"Cid Ferreira CA",1983,7,8,"Brazil",NA,NA,"Amazonia Mun. Borbia",-48.683333,-4.166667,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1056255",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","37095","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,"1004","Silva, MF da",1972,7,21,"Brazil",NA,NA,"Esrtrada Manaus-Porto Velho, trecho entre os rios Castanho e Aracá",NA,NA,NA,"urn:catalog:inpa:herbarium:179722",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","37095","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,"1004","Silva, MF da",1972,7,21,"Brazil",NA,NA,"Esrtrada Manaus-Porto Velho, trecho entre os rios Castanho e Aracá",NA,NA,NA,"urn:catalog:inpa:herbarium:232642",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","37095","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,"1004","Silva, MF da",1972,7,21,"Brazil",NA,NA,"Esrtrada Manaus-Porto Velho, trecho entre os rios Castanho e Aracá",NA,NA,NA,"urn:catalog:inpa:herbarium:232642",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"7",NA,NA,"Botany","U  0273719","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,NA,"Marlene; et al.",1972,7,21,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200273719",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"8",NA,NA,"Botany","L.1056253","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,NA,"Marlene; et al.",1972,7,21,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1056253",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"9",NA,"NY","NY","02211717","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,NA,"1681","W. A. Rodrigues",1960,4,2,"Brazil","Amazonas",NA,"Rio Canumã, lugar Pataná.",-59.208958,-4.699637,NA,"42ae2fd0-8949-4dc4-ba2e-9649c5995bc8",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
"10","2017-10-17T16:43:19.000+0000","JBRJ","RB","RB00538061","Goniodiscus elaeospermus Kuhlm.","Celastraceae","Goniodiscus","elaeospermus","Kuhlm.",NA,NA,"SYNTYPE",NA,"Ducke, A.",1929,10,7,"Brazil","Amazonas","Maués",NA,NA,NA,"Nome vulgar: andirobinha, cabeça de cotia ou mapiá. maues rio curuca","urn:catalog:JBRJ:RB:538061",NA,"Goniodiscus elaeospermus Kuhlm.",NA,NA,NA,NA
