"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation","FID","new_Lat","new_Lon","notes"
"1","2018-07-24T11:00:45.000+0000","JBRJ","RB","RB01386601","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","M. Verdi","2018-07-19T00:00:00.000+0000",NA,"1630",NA,"C. Baez; E.P.Fernandez, T.Lima, R.C.Gomes",2018,4,19,"brazil","rio de janeiro","resende","Bosque do Visconde. Trilha da Família. Parque Estadual da Pedra Selada",-44.538611,-22.335278,"Árvore matriz nº 60; CAP 71+48 cm; Fruto imaturo verde.","urn:catalog:JBRJ:RB:1386601","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1559,-22.335278,-44.538611,"original coordinates"
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","189747","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci",NA,"2017-08-01T00:00:00.000+0000",NA,"644",NA,"Quaresma, AS; Brina, AE; Oliveira, CT",2017,8,14,"brazil","minas gerais","mariana","Fazenda Itacolomy",-43.396389,-19.009167,NA,"BRA:UFMG:BHCB:0000189747","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,2315,-19.009167,-43.396389,"original coordinates"
"3",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","4025","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Faria, JEQ","2016-06-01T00:00:00.000+0000",NA,"6063",NA,"Faria, JEQ; Batista, DS; Takahashi, RS",2016,6,28,"brazil","minas gerais","conceicao do mato dentro","Gondó, Fazenda Água Limpa, propriedade da Anglo American",-43.411944,-18.939167,"Árvore ca. 4,5 m de altura, frutos imaturos verdes; Mata de encosta com afloramento rochoso","BRA:UFVJM:HDJF:0000004025","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,2645,-18.939167,-43.411944,"original coordinates"
"4",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","4845","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Moreira, SN","2016-06-12T00:00:00.000+0000",NA,"2087",NA,"Moreira, SN; Pereira, E",2016,8,18,"brazil","minas gerais","conceicao do mato dentro",NA,-43.4275,-18.904722,"Fruto Castanho; Remanescente de Floresta Estacional Semidecidual em transição com Cerrado","BRA:UFVJM:HDJF:0000004845","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,2645,-18.904722,-43.4275,"original coordinates"
"5","2017-04-03T08:42:45.000+0000","JBRJ","RB","RB01298112","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","R. Moura","2017-03-14T00:00:00.000+0000",NA,"247",NA,"Gaui­, T. D.",2015,8,4,"brazil","rio de janeiro","sao jose do vale do rio preto","Conglomerado 120-2-1-1. UTM do Ponto Central: E (713490m) N (7550226m). Fuso do GPS (23K)",NA,NA,"Árvore, com 7 m de altura. Base reta. Casca interna avermelhada e externa marrom, fina, lisa. Fruto imaturo, com 2,5 cm de diâmetro, com formato de coração, internamente e externamente verde, seco, com arilo.  Nome Vulgar: camboatá-miudo","urn:catalog:JBRJ:RB:1298112","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1647,-22.169653,-22.169653,"centroide mpo"
"6","2017-03-22T09:06:40.000+0000","JBRJ","RB","RB01298106","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","R. Moura","2017-03-14T00:00:00.000+0000",NA,"715",NA,"Luan Silva",2015,9,29,"brazil","rio de janeiro","rio das flores","Conglomerado 85-4-2-9. UTM do Ponto Central: E (657784m) N (7550881m). Fuso do GPS (23K)",NA,NA,"Árvore, com 8 m de altura. Base reta. casca interna vermelha e externa cinza, fina, estriada. Fruto maduro, com 2,0 cm de diâmetro, externamente amarelo, seco","urn:catalog:JBRJ:RB:1298106","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1649,-22.159032,-22.159032,"centroide mpo"
"7","2017-04-03T08:54:16.000+0000","JBRJ","RB","RB01297932","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","R. Moura","2017-03-14T00:00:00.000+0000",NA,"1019A",NA,"Luis Gustavo C. Rigon",2015,11,4,"brazil","rio de janeiro","pirai","Conglomerado 92-2-1-7A. UTM do Ponto Central: E (610441m) N (7491499m). Fuso do GPS (23K)",NA,NA,"Árvore, com 12,5 m de altura. Base reta. Casca interna amarela e externa cinza, fina, leticelada, indeiscente, não apresentando odor quando cortada. Fruto imaturo, com 2,0 x 2,5 cm de diâmetro, com formato de coração, internamente e externamente verde, seco, com arilo","urn:catalog:JBRJ:RB:1297932","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1480,-22.63433,-22.63433,"centroide mpo"
"8",NA,"UFPB","JPB","57894","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Pereira, LA","2016-05-10T00:00:00.000+0000",NA,"4064",NA,"Nusbaumer, L; Ammann, M",2014,5,18,"brazil","alagoas","quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.",-36.450136,-9.24017,"arbre, 20 m, 25 cm DBH; fr. vert en forme de cSur, recouvert de duvet roux, apiculé à l'apex, dans l'échancrure du cSur, déhiscent; récolte photographiée in situ; échantillon séché à l'air chaud; Forêt ombrophile submontagnarde de pla","BRA:UFPB:JPB:0000057894","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,4031,-9.24017,-36.450136,"original coordinates"
"9",NA,"IAC","IAC","56128","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","G.A.D.C. Franco","2015-02-25T00:00:00.000+0000",NA,"250",NA,"C.F. Nardin; J.F. Benedito & L.C. Bernacci",2014,5,14,"brazil","sao paulo","louveira","Fragmento A",-46.871944,-23.078611,"coordenadas originais: 23°04#?#43""S, 46°52#?#19""W","BRA:IAC:IAC:0000056128","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1310,-23.078611,-46.871944,"original coordinates"
"10",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA128228","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci",NA,NA,NA,"1941",NA,"Flores, T.B.",2013,4,2,"brazil","sao paulo","tapirai","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.",NA,NA,NA,"BRA:ESALQ:ESA:0ESA128228","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1050,-24.008322,-24.008322,"centroide mpo"
"11",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","62977","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","B.E. Conde","2013-05-20T00:00:00.000+0000",NA,"253",NA,"B.E. Conde",2013,5,15,"brazil","minas gerais","santos dumont","São Sebastião da Boa Vista",0,0,"Árvore lenhosa amarronzada, com folhas levemente falciformes, obtusas com bordas revolutas. Vagens orbiculares com ápice sagitado, marrons revolutos.","BRA:UFJF:CESJ:0000062977","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,1897,-21.45841,-43.526838,"centroide mpo (0)"
"12",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","185574","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci",NA,NA,NA,"5480",NA,"Tameirão Neto, E; Vidal, CV",2013,11,27,"brazil","minas gerais","conceicao do mato dentro",NA,-43.365436,-19.088,NA,"BRA:UFMG:BHCB:0000185574","Cupania ludowigii Somner & Ferrucci",NA,NA,NA,2645,-19.088,-43.365436,"original coordinates"
