"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UNEMAT","HERBAM","4220","Paraia bracteata Rohwer & al.","Lauraceae","Paraia","bracteata",NA,"Rohwer & al.","Soares, CRA; Assunção, PACL; Amorim Neto, L","2008-10-01T00:00:00.000+0000",NA,"1809",NA,"Soares, CRA; Piva, JH; Rocha Filho, JA; Rodrigues, L; Melo, JAM; Cabral, FF",2008,10,15,"Brazil","Mato Grosso","Paranaíta","UHE São Manoel",-57.041667,-9.113889,"UHE São Manoel (EIA)","BRA:UNEMAT:HERBAM:0000004220",NA,"Paraia bracteata Rohwer & al."
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","Werff, H.H. van der",NA,NA,"1288",NA,"Mike Hopkins",1998,NA,NA,"Brazil","Amazonas",NA,"Campus da Universidade Federal do Amazonas, próximo ao mini-campus.",NA,NA,NA,"urn:catalog:inpa:herbarium:201989",NA,"Paraia bracteata subsp. der Werff"
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","Werff, H.H. van der",NA,NA,"1288",NA,"Mike Hopkins",1998,NA,NA,"Brazil","Amazonas",NA,"Campus da Universidade Federal do Amazonas, próximo ao mini-campus.",NA,NA,NA,"urn:catalog:inpa:herbarium:201990",NA,"Paraia bracteata subsp. der Werff"
"4","2010-03-18T21:58:00.000+0000","MO","MO","1502923","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","H. van der Werff","1998-01-01T00:00:00.000+0000",NA,"Vicentini 1288",NA,"Alberto Vicentini|H. van der Werff",1988,4,30,"Brazil","Amazonas",NA,"Manaus, Campus da Universidade Federal do Amazonas. Próximo ao mini-campus. Floresta de Platô.",NA,NA,NA,"urn:catalog:MO:Tropicos:1502923","http://www.tropicos.org/Specimen/1502923","Paraia bracteata subsp. der Werff"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","161716","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","Werff, H.H. van der","1998-01-01T00:00:00.000+0000",NA,"283",NA,"Mike Hopkins",1987,7,25,"Brazil","Pará",NA,"Mineração Rio do Norte - Porto trombetas. Serra do papagaio em cima do platô",NA,NA,NA,"urn:catalog:inpa:herbarium:185948",NA,"Paraia bracteata subsp. der Werff"
"6","2009-07-24T16:00:00.000+0000","MO","MO","1839143","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","H. van der Werff (MO)","1997-01-01T00:00:00.000+0000",NA,"Cid Ferreira 7550",NA,"C.A. Cid Ferreira",1986,6,12,"Brazil","Amazonas",NA,"Município de Presidente Figueredo, Canteiro de obras da Usina Hidrelétrica de Balbina. Mata de terra firme, solo argiloso.",NA,NA,NA,"urn:catalog:MO:Tropicos:1839143","http://www.tropicos.org/Specimen/1839143","Paraia bracteata subsp. der Werff"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","140937","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","Ramos, J.F.","2014-09-15T00:00:00.000+0000",NA,"7550",NA,"Mike Hopkins",1986,6,12,"Brazil","Amazonas",NA,"Canteiro de obras da Usina Hidrelétrica de Balbina. Mata de terra firme, solo argiloso.",NA,NA,NA,"urn:catalog:inpa:herbarium:51730",NA,"Paraia bracteata subsp. der Werff"
"8",NA,"NY","NY","01203245","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","H. H. van der Werff","1997-01-01T00:00:00.000+0000",NA,"7550",NA,"C. A. Cid Ferreira",1986,7,12,"Brazil","Amazonas",NA,"Canteiro de obras da Usina Hidrelétrica de Balbina.",-59.4767,-1.9192,NA,"682213c6-8e7b-4a33-ac66-6871cb1c7521",NA,"Paraia bracteata subsp. der Werff"
"9","2008-05-27T22:02:00.000+0000","MO","MO","50617","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","H. van der Werff (MO)","1990-01-01T00:00:00.000+0000",NA,"Gentry 48956","84-329","Alwyn H. Gentry",1984,11,13,"Brazil","Pará",NA,"MOCAMBO: Embrapa Forest Reserve, ca. 10 km from Belem, alt. near sea level. Transect 1",-47.98333,-1.5,NA,"urn:catalog:MO:Tropicos:50617","http://www.tropicos.org/Specimen/50617","Paraia bracteata subsp. der Werff"
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","115220","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","Vicentini, A.","1998-04-01T00:00:00.000+0000",NA,"8550",NA,"Mike Hopkins",1983,10,5,"Brazil","Pará",NA,"PA-149, área de desmatamento, ramal da massa fálida",NA,NA,NA,"urn:catalog:inpa:herbarium:152421",NA,"Paraia bracteata subsp. der Werff"
