"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"1",NA,"ICN","COL","328971","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","SIN",NA,"01","Ciro Antonio Cruz Parra",1990,7,24,"brazil",NA,NA,"Manaos, Embrapa, km 30 vía Manaos. Etacoatiara.",-59.866667,-30.133333,NA,"697bad0a-25e7-11e3-add6-000c29c9b582",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.133333,-59.866667
"2",NA,"NY","NY","01416417","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","R. E. Schultes","1994-01-01T00:00:00.000+0000","4447","N. A. Rosa",1982,8,26,"brazil","para",NA,"Mosqueiro, arredores da praia da Bahia do Sol.",-48.345872,-1.062328,NA,"498e1497-c25a-4b6b-b420-1a3a83b03d5c",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-1.062328,-48.345872
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","131161","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","4447","Rosa, NA",1982,8,26,"brazil","para",NA,"Mosqueiros, arredores da praia da Bahia do Sol. Igapó devastado, vegetação em recuperação de aproximadamente 4 a 6 m de altura.",NA,NA,NA,"urn:catalog:inpa:herbarium:167360",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-3.97338032,-53.06252532
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","131169","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","Schultes, R.E.","1994-01-01T00:00:00.000+0000","4462","Rosa, NA",1982,8,26,"brazil","para",NA,"Mosqueiros, às margem da Bahia do Sol. Igapó.",NA,NA,NA,"urn:catalog:inpa:herbarium:167368",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-3.97338032,-53.06252532
"5",NA,"NY","NY","01416428","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N. A. Rosa","1982-09-14T00:00:00.000+0000","4463","N. A. Rosa",1982,8,26,"brazil","para",NA,"Belem, Mosqueiro, as margens da Bahia do Sol",-48.342163,-1.071446,NA,"bef65d39-5b0b-467b-9463-a229a014a402",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-1.071446,-48.342163
"6",NA,"NY","NY","01416421","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","N. A. Rosa","1980-01-01T00:00:00.000+0000","3605","N. A. Rosa",1980,4,20,"brazil","para",NA,"Marajó, Campos de Joanes. Floresta de igapó.",-48.512315,-0.875396,NA,"6fd187c8-4342-4e6e-880a-94e1dbccd22a",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-0.875396,-48.512315
"7","2008-05-27T22:02:00.000+0000","MO","MO","2948627","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","K.L. Forsgard & R.E. Schultes","1991-01-01T00:00:00.000+0000","Rosa 3613","Nelson A. Rosa",1980,4,22,"brazil","para",NA,"Marajó, Salvaterra, Campos de Joanes. Lado esq. do igapó, árvores mais alta, igapó menos alagado.",NA,NA,NA,"urn:catalog:MO:Tropicos:2948627","http://www.tropicos.org/Specimen/2948627","Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-3.97338032,-53.06252532
"8",NA,"NY","NY","01416427","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","K. L. Forsgard","1991-01-01T00:00:00.000+0000","3604","N. A. Rosa",1980,4,20,"brazil","para",NA,"Marajó, Campos de Joanes. Floresta de igapó.",-48.512315,-0.875396,NA,"d5e54c9a-bf76-4538-bd2c-fc5cba9f0495",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-0.875396,-48.512315
"9",NA,"NY","NY","01416418","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","R. E. Schultes","1992-01-01T00:00:00.000+0000","3620","N. A. Rosa",1980,4,23,"brazil","para",NA,"Marajo, Salvaterra, igapÃ³ do Bandeirinha Ã  4 km de Joanes, nas proximidades do igarapÃ© do LimÃ£o. Ãrea de ocorr6encia de Hevea brasiliensis.",0,0,NA,"28e5d6d1-f895-4090-8eb3-f2e7e2f86352",NA,"Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-3.97338032,-53.06252532
"10","2008-05-27T22:02:00.000+0000","MO","MO","2948395","Hevea camargoana J.M.Pires","Euphorbiaceae","Hevea","camargoana","J.M.Pires","K.L. Forsgard","1991-01-01T00:00:00.000+0000","Rosa 3606","Nelson A. Rosa",1980,4,20,"brazil","para",NA,"Marajó, Salvaterra, Campos de Joanes. Floresta de igapó.",NA,NA,NA,"urn:catalog:MO:Tropicos:2948395","http://www.tropicos.org/Specimen/2948395","Hevea camargoana J.M.Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",-53.06252532,-3.97338032,-3.97338032,-53.06252532
