"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments","FID","new_Lat","new_Lon","notes"
"1","2018-05-11T11:02:43.000+0000","JBRJ","RB","RB01378707","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","L. J. S. Pinto","2018-01-31T00:00:00.000+0000",NA,"7513",NA,"M. Verdi; C. Baez, E. Fernandez, R. Gomes, R. Nines",2017,11,26,"brazil","rio de janeiro","santa maria madalena","Tadelândia. Morumbeca dos Marreiros. Parque Estadual do Desengano",-41.919444,-21.878611,"Árvore matriz nº 140; CAP 172 cm; frequente; caule com exsudação avermelhada abundante; folhas discolores verdes, indumento de coloração ferruginosa; flor de cor creme-esverdeada; coletada no interior do fragmento","urn:catalog:JBRJ:RB:1378707",NA,"Croton macrobothrys Baill.",NA,1716,-21.878611,-41.919444,"original coordinates"
"2","2018-08-24T16:27:50.000+0000","JBRJ","RB","RB01396672","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","S.Q.de Farias",NA,NA,"134",NA,"S.Q. de Farias; J.L.da Silva",2016,12,1,"brazil","rio de janeiro","guapimirim","Vale do Garrafão",-42.993055,-22.476667,NA,"urn:catalog:JBRJ:RB:1396672",NA,"Croton macrobothrys Baill.",NA,1500,-22.476667,-42.993055,"original coordinates"
"3","2018-03-07T17:13:17.000+0000","JBRJ","RB","RB01382727","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","R.F. Santos",NA,NA,"27",NA,"R.F. Santos; O.L.M. Silva; V.M. Gonçalez; J.S. Eriksson; CEPEC",2015,1,28,"brazil","bahia","arataca","Serra das Lontras. Fazenda Matrea. Próximo a casa antiga do Sr. Cristovão",-39.093333,-14.226111,NA,"urn:catalog:JBRJ:RB:1382727",NA,"Croton macrobothrys Baill.",NA,3183,-14.226111,-39.093333,"original coordinates"
"4",NA,"UFRPE","PEUFR","53314","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","F. Hurbath","2017-07-05T00:00:00.000+0000",NA,"644",NA,"S. Sousa Silva; L. A. Dambrós; E. C. Freire; M. M. Santos",2015,5,23,"brazil","bahia","belmonte","Projeto Sistematização IBGE",-39.373056,-15.892222,"Árvore heliófita 4 m altura; flores e frutos; comum.","BRA:UFRPE:PEUFR:0000053314",NA,"Croton macrobothrys Baill.",NA,3079,-15.892222,-39.373056,"original coordinates"
"5",NA,"IAP","PACA-AGP","116365","Croton macrobothrys subsp. septentrionalis Caruzo & R.F.Santos",NA,"Euphorbiaceae","Croton","macrobothrys","septentrionalis","subsp. septentrionalis Caruzo & R.F.Santos","M.B. R. Caruzo","2017-11-01T00:00:00.000+0000",NA,"5239",NA,"Moraes, P.L.R.",2015,12,5,"brazil","bahia","una","Estrada da Estação Lemos Maia em direção a Piedade (Rebio)",NA,NA,"altura: 15m Fenofase: flores creme Hábito: árvore","BRA:IAP:PACA-AGP:0000116365",NA,"Croton macrobothrys subsp. septentrionalis Caruzo & R.F.Santos",NA,3186,-15.224128,-15.224128,"centroide mpo"
"6",NA,"UFPB","JPB","60088","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.",NA,NA,NA,"4530",NA,"Nusbaumer, L; Cailliau, A",2014,12,7,"brazil","alagoas","quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo",-36.406073,-9.255808,"arbre, 17 m. fl. à 5 pét. vert clairs brillants à duvet argenté, ov. tapissé de duvet arg., 3 sty.bifides, glabres, f. mouchet l'âche, f. âgées oranges, résine transl. orangée dans rameaux, 2 glandes en trompette à la base limbe, marg","BRA:UFPB:JPB:0000060088",NA,"Croton macrobothrys Baill.",NA,4031,-9.255808,-36.406073,"original coordinates"
"7",NA,"UFRB","HURB","6255","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","J.Jardim","2016-05-01T00:00:00.000+0000",NA,"RT36",NA,"Rigueira, D.",2013,3,10,"brazil","bahia","wenceslau guimaraes",NA,-39.724333,-13.583333,"Hábito: arvoreta, regenerante, pouco comum, exsudato translúcido","BRA:UFRB:HURB:0000006255",NA,"Croton macrobothrys Baill.",NA,3386,-13.583333,-39.724333,"original coordinates"
"8",NA,"UFRB","HURB","6500","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","J.Jardim","2016-05-01T00:00:00.000+0000",NA,"RT282",NA,"Rigueira, D.",2013,5,28,"brazil","bahia","wenceslau guimaraes",NA,-39.701694,-13.583722,"Hábito: árvore, pouco comum","BRA:UFRB:HURB:0000006500",NA,"Croton macrobothrys Baill.",NA,3386,-13.583722,-39.701694,"original coordinates"
"9",NA,"UFRB","HURB","6358","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","J.Jardim","2016-05-01T00:00:00.000+0000",NA,"RT428",NA,"Rigueira, D.",2013,5,31,"brazil","bahia","wenceslau guimaraes",NA,-39.773833,-13.606806,"exudatoHábito: árvore, muito comum","BRA:UFRB:HURB:0000006358",NA,"Croton macrobothrys Baill.",NA,3386,-13.606806,-39.773833,"original coordinates"
"10","2018-08-07T17:11:09.000+0000","JBRJ","RB","RB01395597","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.",NA,NA,NA,"45",NA,"Grupo de Coletores do Núcleo Juçara",2013,10,28,"brazil","espirito santo","conceicao da barra","Estrada de acesso ao aceiro de eucalipto. Núcleo Juçara, Matriz 045 - lado direito da estrada. Floresta Nacional do Rio Preto",-39.847222,-18.366944,"árvore, terrícola, codominante de dossel, de solo arenoso, ambiente de planície, borda do fragmento, de acesso muito fácil","urn:catalog:JBRJ:RB:1395597",NA,"Croton macrobothrys Baill.",NA,2736,-18.366944,-39.847222,"original coordinates"
