"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","126363","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","Guedes, ML","2017-01-01T00:00:00.000+0000",NA,"25075","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J",2016,10,20,"brazil","bahia","lauro de freitas","UNIDUNAS, parcela nº3.",-38.318333,-12.92,"látex leitoso. Folhas cartáceas, discolores. Inflorescência axilar, sincônio.","BRA:UFBA:ALCB:0000126363","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3475,"Lauro de Freitas",2919207,-38.335338,-12.858924,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-12.92,-38.318333
"2",NA,"UEFS","HUEFS","213609","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta",NA,NA,NA,"940","Marinho, L.C.",2015,1,10,"brazil","bahia","mata de sao joao","Condomínio particular Quintas de Sauípe, ambiente antropizado com manchas de vegetação de restinga.",-37.783333,-12.166667,NA,"BRA:UEFS:HUEFS:0000213609","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3532,"Mata de São João",2921005,-38.14797,-12.478165,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-12.166667,-37.783333
"3","2017-04-12T15:54:37.000+0000","JBRJ","RB","RB01147422","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","L.C. Pederneiras","2017-03-30T00:00:00.000+0000",NA,"1819","J.L. Costa-Lima; F.M.S. Sena; J.S. Oliveira",2014,9,23,"brazil","paraiba","triunfo","Nas proximidades do olho d´água do Sítio Gamela, ca. 1 Km a NW da sede municipal.",-38.610278,-6.558611,NA,"urn:catalog:JBRJ:RB:1147422","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,4701,"Triunfo",2516805,-38.573411,-6.606622,"PARAIBA","PB","Paraíba",-36.87254734,-7.14256856,-6.558611,-38.610278
"4","2017-08-28T14:17:11.000+0000","JBRJ","RB","RB01357211","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","L. Daneu","2015-11-11T00:00:00.000+0000",NA,"128","Paulino, R. C.",2014,12,3,"brazil","bahia","belmonte","Conglomerado BA_1381-2-1-1",-39.060278,-16.200278,"Árvore, exsudado observado, tipo látex, cor branco. Casca externa marrom e fina, casca interna verde, tipo áspera, desprendimento: mão informado, com odor. Flor verde. Frutos carnosos, forma arredondada, cor externa verde, consistência em arilo","urn:catalog:JBRJ:RB:1357211","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3079,"Belmonte",2903409,-39.185654,-15.936505,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-16.200278,-39.060278
"5",NA,"Universidade Federal de Sergipe, UFS","ASE","23186","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","Déda, RM","2012-05-01T00:00:00.000+0000",NA,"102","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E",2012,4,16,"brazil","sergipe","santa luzia do itanhy","RPPN Mata do Crasto",-37.440611,-11.406611,"Árvore com ca. de 7m. Com frutos amarelos quando maduros e verdes quando imaturos. Com látex branco.; Árvore com ca. de 7m. Com frutos amarelos quando maduros e verdes quando imaturos. Com látex branco.; Mata Atlântica.","BRA:UFS:ASE:0000023186","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3694,"Santa Luzia do Itanhy",2806305,-37.507024,-11.361095,"SERGIPE","SE","Sergipe",-37.44606645,-10.59088956,-11.406611,-37.440611
"6",NA,"Universidade Federal da Bahia (UFBA)","ALCB","98582","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","Gomes, FS","2011-11-01T00:00:00.000+0000",NA,"676","Gomes, FS; Guedes, ML; Costa, AS",2011,1,25,"brazil","bahia","jandaira","Litoral Norte, Caminho para Costa Azul",-37.546944,-11.677778,"ca. 12 m alt. Látex branco. Folhas coriáceas, discolores. Sincônios verdes.; arbustivo-arbórea.","BRA:UFBA:ALCB:0000098582","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3653,"Jandaíra",2917904,-37.597289,-11.597756,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-11.677778,-37.546944
"7",NA,"Reserva Natural Vale (CVRD)","CVRD","13402","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","Geovane S. Siqueira","2011-06-07T00:00:00.000+0000",NA,"6773","Folli, D.A.",2011,3,30,"brazil","ba","belmonte",NA,-39.17731,-16.123559,"<ll>dwc_commonname:</ll> Gameleira vermelha","BRA:CVRD:CVRD:0000013402","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.123559,-39.17731
"8","2017-10-10T20:15:35.000+0000","JBRJ","RB","RB00717797","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta","G.S. Siqueira",NA,NA,"6773","D.A. Folli",2011,3,30,"brazil","bahia","belmonte",NA,NA,NA,"Arbóreo. terrestre. Flor e botão sincôrnios verde. Exsudação seiva, branca. descamação ausente. Fuste cilindrico de 6m de altura e Cap 28 cm. Copa 1 m diâmetro.","urn:catalog:JBRJ:RB:717797","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3079,"Belmonte",2903409,-39.185654,-15.936505,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-15.936505,-39.185654
"9",NA,"UEFS","HUEFS","175489","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta",NA,NA,NA,"904","Popovkin, A.V.",2011,7,20,"brazil","bahia","entre rios","Imbé.",-38,-12.05,"Atlantic Forest.","BRA:UEFS:HUEFS:0000175489","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3584,"Entre Rios",2910503,-38.042945,-12.073204,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-12.05,-38
"10",NA,"UEFS","HUEFS","180585","Ficus bahiensis C.C.Berg & Carauta","Moraceae","Ficus","bahiensis","C.C.Berg & Carauta",NA,NA,NA,"256","Matos, E.N.de",2011,7,26,"brazil","bahia","jandaira","Fazenda LUZOMAR.",-49.463333,-11.565556,"Floresta","BRA:UEFS:HUEFS:0000180585","Ficus bahiensis C.C.Berg & Carauta",NA,NA,NA,NA,NA,3653,"Jandaíra",2917904,-37.597289,-11.597756,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-11.565556,-49.463333
