"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments","FID","new_Lat","new_Lon","notes"
"1",NA,"IF","SPSF","52611","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","R. Cielo-Filho","2018-02-09T00:00:00.000+0000",NA,"96",NA,"Z. Valério & R. Cielo-Filho",2018,1,18,"brazil","sao paulo","avare","Floresta Estadual de Avaré I",-48.896667,-23.0975,"COLETA: Árvore de 4m de altura. Flor em botão cor creme.; GEOGRAFIA: Próximo a Bica d'água.;","BRA:IF:SPSF:0000052611",NA,"Myrcia hebepetala DC.",NA,1313,-23.0975,-48.896667,"original coordinates"
"2",NA,"UNESC","CRI","12265","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Alexandre Medeiros","2018-02-28T00:00:00.000+0000",NA,NA,NA,"Alexandre Medeiros",2018,2,28,"brazil","santa catarina","balneario camboriu","Estaleirinho",NA,NA,"Coleta 871 Indivíduo com Flor Branca","BRA:UNESC:CRI:0000012265",NA,"Myrcia hebepetala DC.",NA,662,-27.005573,-27.005573,"centroide mpo"
"3","2018-08-30T16:26:47.000+0000","JBRJ","RB","RB01397180","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","T.Fernandes","2018-07-21T00:00:00.000+0000",NA,"504",NA,"J.Külkamp",2018,7,14,"brazil","santa catarina","santa rosa de lima","Rio do Meio. Propriedade de Adir Külkamp. Beira de mata.",-49.161111,-27.993889,NA,"urn:catalog:JBRJ:RB:1397180",NA,"Myrcia hebepetala DC.",NA,422,-27.993889,-49.161111,"original coordinates"
"4",NA,"Universidade Regional de Blumenau, FURB","FURB","55727","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Schwirkowski, P.","2017-01-21T00:00:00.000+0000",NA,"2193",NA,"Schwirkowski, P.",2017,1,21,"brazil","santa catarina","sao bento do sul","Serra Alta. Atrás da Implantec.",-49.389722,-26.296111,"Flores brancas","BRA:FURB:FURB:0000055727",NA,"Myrcia hebepetala DC.",NA,787,-26.296111,-49.389722,"original coordinates"
"5",NA,"Universidade Regional de Blumenau, FURB","FURB","54332","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Gebien, W.","2017-07-11T00:00:00.000+0000",NA,"26",NA,"Gebien, W.",2017,4,21,"brazil","santa catarina","blumenau","Rua Antônio Zendrom. Beira do caminho do fragmento.",-49.087222,-26.957222,NA,"BRA:FURB:FURB:0000054332",NA,"Myrcia hebepetala DC.",NA,690,-26.957222,-49.087222,"original coordinates"
"6",NA,"Universidade Regional de Blumenau, FURB","FURB","54065","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Funez, L.A.","2017-05-31T00:00:00.000+0000",NA,"6398",NA,"Funez, L.A.",2017,5,1,"brazil","santa catarina","apiuna","Morro Dom Bosco.",-49.366667,-27.050278,"Frutos roxos","BRA:FURB:FURB:0000054065",NA,"Myrcia hebepetala DC.",NA,636,-27.050278,-49.366667,"original coordinates"
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","189727","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.",NA,"2017-08-01T00:00:00.000+0000",NA,"624",NA,"Quaresma, AS; Brina, AE; Oliveira, CT",2017,8,8,"brazil","minas gerais","mariana","Fazenda Itacolomy",-43.392778,-19.003333,NA,"BRA:UFMG:BHCB:0000189727",NA,"Myrcia hebepetala DC.",NA,2315,-19.003333,-43.392778,"original coordinates"
"8","2017-10-24T16:11:57.000+0000","JBRJ","RB","RB01298478","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","M. F. Santos","2016-01-01T00:00:00.000+0000",NA,"942",NA,"G.M. Antar",2016,1,20,"brazil","sao paulo","mairinque","Chácara localizada após aproximadamente 3 Km em estrada viscinal, partindo de entrada no Km 72 da rodovia Raposo Tavares.",-47.2075,-23.543055,NA,"urn:catalog:JBRJ:RB:1298478",NA,"Myrcia hebepetala DC.",NA,1176,-23.543055,-47.2075,"original coordinates"
"9",NA,"Instituto de Botânica, IBT","SP","490595","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Aragaki, S; Petri, L","2016-12-19T00:00:00.000+0000",NA,"1065",NA,"Petri, L; Biasoli, SM",2016,8,1,"brazil","sao paulo","sao paulo","Parque Estadual das Fontes do Ipiranga",0,0,NA,"BRA:IBt:SP:0000490595",NA,"Myrcia hebepetala DC.",NA,1130,-23.64989,-46.647014,"centroide mpo (0)"
"10",NA,"IAC","IAC","56117","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","O.T. Aguiar","2015-02-25T00:00:00.000+0000",NA,"238",NA,"C.F. Nardin; J.F. Benedito & L.C. Bernacci",2015,2,25,"brazil","sao paulo","louveira","Fragmento A",-46.871944,-23.078611,"coordenadas originais: 23°04#?#43""S, 46°52#?#19""W","BRA:IAC:IAC:0000056117",NA,"Myrcia hebepetala DC.",NA,1310,-23.078611,-46.871944,"original coordinates"
"11",NA,"Universidade Federal do Paraná, UFPR","EFC","13814","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Ribeiro, C.L.","2015-04-08T00:00:00.000+0000",NA,"173",NA,"Ribeiro, C.L.",2015,3,20,"brazil","parana","lapa",NA,NA,NA,"Frutos imaturos","BRA:UFPR:EFC:0000013814",NA,"Myrcia hebepetala DC.",NA,844,-25.770146,-25.770146,"centroide mpo"
"12",NA,"Universidade Regional de Blumenau, FURB","FURB","46754","Myrcia hebepetala DC.",NA,"Myrtaceae","Myrcia","hebepetala",NA,"DC.","Oliveira, AA de","2015-03-24T00:00:00.000+0000",NA,"1380",NA,"Oliveira, A.A. de",2015,3,24,"brazil","santa catarina","mafra","Rio da Areia de Baixo / Avencal Mato Preto.",-49.681389,-26.279444,"Fito IFFSC 1019 /O/1","BRA:FURB:FURB:0000046754",NA,"Myrcia hebepetala DC.",NA,797,-26.279444,-49.681389,"original coordinates"
"13",NA,"UFES","VIES","25447","Myrcia affinis Cambess.",NA,"Myrtaceae","Myrcia","affinis",NA,"Cambess.",NA,NA,NA,"22",NA,"Turma de Taxonomia de Campo 2018",2015,10,2,"brazil","espirito santo","castelo","Parque Estadual de Forno Grande, trilha do mirante.",NA,NA,NA,"BRA:UFES:VIES:0000025447",NA,"Myrcia affinis Cambess.",NA,2240,-20.552454,-20.552454,"centroide mpo"
