"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","154497","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.",NA,"3243",NA,"Mike Hopkins",1983,8,9,"Brazil","Amazonas",NA,"Km 61 of Manaus-Caracaraí road (BR 374), 46 Km N of junction with Manaus-Itacoatiara road. Along igarapé in sandy area.",-60.05,-2.583333,NA,"urn:catalog:inpa:herbarium:207881",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"2",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","4240","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","2941",NA,"Calderón, C.E.; Monteiro, O.P. & Oliveira, J.G. de",1979,8,6,"Brazil","Amazonas",NA,"Rio Urubú, Iracema waterfall and nearby stream. In ""igapó"". Forest at edge of river.",0,0,"Small tree with white, perfumed flowers. ; DE","BRA:IFAM - CMZL:EAFM:0000004240",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"3",NA,"NY","NY","01251696","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1981-09-01T00:00:00.000+0000","12991",NA,"A. H. Gentry",1974,12,1,"Brazil","Amazonas",NA,"Manaus.  SEPLAC, km 60 on Manaus-CaracaraÃ­ Road (BR-174)",-60.025864,-2.454516,NA,"9d679edd-69ae-4fe9-aae0-164fe0605452",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","39456","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","657",NA,"Mike Hopkins",1973,5,3,"Brazil","Amazonas",NA,"Estrada Manaus-Caracaraí, Km 61. Reserva Biológica de Campina. Na campina de solo arenoso.",NA,NA,NA,"urn:catalog:inpa:herbarium:2807",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"5",NA,"NY","NY","01251690","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1984-01-01T00:00:00.000+0000","17734",NA,"G. T. Prance",1973,9,11,"Brazil","Amazonas",NA,"Rio Cuieras, above mouth of Rio Brancinho",-60.320089,-2.545115,NA,"877d173b-c4fe-4859-b2db-65beff580d64",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"6",NA,"NY","NY","01251691","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1981-09-01T00:00:00.000+0000","17734",NA,"G. T. Prance",1973,9,11,"Brazil","Amazonas",NA,"Rio Cuieras, above mouth of Rio Brancinho",-60.320089,-2.545115,NA,"638d331f-9a12-488d-b8bb-140ccab788a6",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","21835","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-08-01T00:00:00.000+0000","5075",NA,"Mike Hopkins",1968,6,8,"Brazil","Amazonas",NA,"Banks of Rio Urubu, between Cachoeira Iracema and Manaus-Itacoatiara road.",NA,NA,NA,"urn:catalog:inpa:herbarium:131020",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17580","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-08-01T00:00:00.000+0000","9845",NA,"Mike Hopkins",1966,7,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara Km 74, Estrada Manaus-Itacoatiara, Km 74, Rio Preto.",NA,NA,NA,"urn:catalog:inpa:herbarium:40578",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17580","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-08-01T00:00:00.000+0000","9845",NA,"Mike Hopkins",1966,7,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara Km 74, Estrada Manaus-Itacoatiara, Km 74, Rio Preto.",NA,NA,NA,"urn:catalog:inpa:herbarium:242773",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"10",NA,"NY","NY","01251694","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1981-09-01T00:00:00.000+0000","3162",NA,"G. T. Prance",1966,11,14,"Brazil","Amazonas",NA,"Manaus-Itacoatiara Highway, Rio Preto, km 80",-59.578042,-2.649164,NA,"18a788c6-1e9f-4a4a-a0ae-ca9c7bd77f54",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","18715","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","3162",NA,"Mike Hopkins",1966,11,14,"Brazil","Amazonas",NA,"Rio Preto da Eva, Rio Preto, Km 80. Varzea forest.",NA,NA,NA,"urn:catalog:inpa:herbarium:129225",NA,"Spongiosperma longilobum (Markgr.) Zarucchi"
