"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","132416","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","Guedes, ML","2018-08-01T00:00:00.000+0000",NA,"30348",NA,"Guedes, ML",2018,3,2,"brazil","bahia","urucuca","Litoral Sul, Serra Grande, caminho do Mirante II.",-39.05,-14.283333,"latescente. Folhas coriáceas. Inflorescência com flores de pétalas alvas.","BRA:UFBA:ALCB:0000132416",NA,"Kielmeyera neglecta Saddi",NA,NA,3281,"Uruçuca",2932705,-39.232321,-14.527691,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-14.283333,-39.05
"2",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","22381","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","A.M.Miranda","2018-05-15T00:00:00.000+0000",NA,"1",NA,"K.S. dos Santos",2018,4,18,"brazil","bahia","simoes filho","fazenda Santo Antônio",NA,NA,"Árvore ca. 4 m alt.; flores com pétalas vistosas com cor de branco a creme, com estames numerosos e amarelos; látex amarelo. Pouco frequente.","BRA:UFRPE:HST:0000022381",NA,"Kielmeyera neglecta Saddi",NA,NA,3494,"Simões Filho",2930709,-38.399295,-12.764869,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-12.764869,-38.399295
"3",NA,"UFRB","HURB","15313","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","A.P.B.Santos","2018-03-06T00:00:00.000+0000",NA,"2375",NA,"Costa, G.; Martins, M.L.L.; Correia, F.R.; Silva, T.T. & Cerqueira, T.S.",2017,2,11,"brazil","bahia","jaguaripe","Praia dos Garcês;",-38.906389,-13.207222,"Flores: branca; Hábito: arvoreta","BRA:UFRB:HURB:0000015313",NA,"Kielmeyera neglecta Saddi",NA,NA,3444,"Jaguaripe",2917805,-38.980533,-13.115302,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-13.207222,-38.906389
"4",NA,"UEFS","HUEFS","237275","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","A.M.Miranda","2017-11-01T00:00:00.000+0000",NA,"6831",NA,"Miranda, A.M.",2017,10,18,"brazil","bahia","saubara","Cabuçu Fazenda Cabuçu.",NA,NA,NA,"BRA:UEFS:HUEFS:0000237275",NA,"Kielmeyera neglecta Saddi",NA,NA,3493,"Saubara",2929750,-38.754892,-12.781103,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-12.781103,-38.754892
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","20659","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","Miranda, AM","2017-12-01T00:00:00.000+0000",NA,"6903",NA,"Miranda, AM; Oliveira, DG",2017,12,13,"brazil","bahia","saubara","Distrito de Cabuçu, Fazenda Cabuçu.",0,0,"ca. 12 m alt.; caule marrom; folhas coriáceas; flores com cálice verde-alvacento, corola branca, estames amarelo; látex alaranjado. Frequênte e amplamente distribida na área.","BRA:UFBA:ALCB:0000020659",NA,"Kielmeyera neglecta Saddi",NA,NA,3493,"Saubara",2929750,-38.754892,-12.781103,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-12.781103,-38.754892
"6",NA,"UEFS","HUEFS","217906","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi",NA,NA,NA,"57",NA,"Santos, A.P.B.",2015,1,14,"brazil","bahia","itacare","Serra Grande, mirante 2.",-39.031667,-14.473611,NA,"BRA:UEFS:HUEFS:0000217906",NA,"Kielmeyera neglecta Saddi",NA,NA,3305,"Itacaré",2914901,-39.157785,-14.360606,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-14.473611,-39.031667
"7",NA,"Universidade Federal da Bahia (UFBA)","ALCB","120253","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi","Guedes, ML","2015-04-01T00:00:00.000+0000",NA,"23383",NA,"Guedes, ML; Kelmo, F; et al.",2015,2,27,"brazil","bahia","jandaira","Litoral Norte, Próximo a parcela 30.",-37.35,-11.45,"látex amarelado. Folhas coriáceas, discolores. Flores em botões.","BRA:UFBA:ALCB:0000120253",NA,"Kielmeyera neglecta Saddi",NA,NA,3653,"Jandaíra",2917904,-37.597289,-11.597756,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-11.45,-37.35
"8",NA,"UEFS","HUEFS","205828","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi",NA,NA,NA,"47",NA,"Santos, A.P.B.",2014,2,13,"brazil","bahia","una","BA-001, margem direita da rodovia no sentido Ilhéus-Una,",-39.034444,-15.213889,NA,"BRA:UEFS:HUEFS:0000205828",NA,"Kielmeyera neglecta Saddi",NA,NA,3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-15.213889,-39.034444
"9",NA,"UEFS","HUEFS","205831","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi",NA,NA,NA,"50",NA,"Santos, A.P.B.",2014,2,14,"brazil","bahia","itacare","Estrada de Serra Grande para sede da cidade, margem do Rio Jeribucaçu.",-39.018333,-14.336944,NA,"BRA:UEFS:HUEFS:0000205831",NA,"Kielmeyera neglecta Saddi",NA,NA,3305,"Itacaré",2914901,-39.157785,-14.360606,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,-14.336944,-39.018333
"10",NA,"UEFS","HUEFS","205829","Kielmeyera neglecta Saddi","Calophyllaceae","Kielmeyera","neglecta",NA,"Saddi",NA,NA,NA,"48",NA,"Santos, A.P.B.",2014,2,14,"brazil","bahia","serra grande","Mirante 2.",-39.031667,-14.473611,NA,"BRA:UEFS:HUEFS:0000205829",NA,"Kielmeyera neglecta Saddi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bahia",-41.72018023,-12.47295682,-14.473611,-39.031667
